time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-07T18:40:35.890Z,36.0821667,-117.8406667,3.69,2.59,ml,22,52,0.03716,0.13,ci,ci38478647,2019-07-07T18:51:42.450Z,"10km ENE of Coso Junction, CA",earthquake,0.24,0.49,0.256,25,automatic,ci,ci
2019-07-07T18:27:58.820Z,35.9163322,-117.7113342,4.27,2.52,ml,41,35,0.05865,0.15,ci,ci38478503,2019-07-07T18:39:16.820Z,"18km E of Little Lake, CA",earthquake,0.21,0.47,0.168,23,automatic,ci,ci
2019-07-07T18:19:19.940Z,35.8885,-117.7326667,5.19,3.1,ml,60,34,0.08395,0.14,ci,ci38478423,2020-03-16T18:57:17.580Z,"17km ESE of Little Lake, CA",earthquake,0.09,0.36,0.164,100,reviewed,ci,ci
2019-07-07T18:08:17.760Z,37.484,-118.75,10.59,3.3,md,39,103,0.08545,0.06,nc,nc73213416,2019-09-26T14:30:54.040Z,"11km SW of Toms Place, CA",earthquake,0.27,0.76,0.207,33,reviewed,nc,nc
2019-07-07T18:07:36.300Z,35.874,-117.687,2.52,2.63,ml,26,56,0.07951,0.16,ci,ci38478343,2019-07-07T18:18:34.290Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.42,0.137,26,automatic,ci,ci
2019-07-07T18:05:57.760Z,35.9293333,-117.716,2.05,3.07,ml,56,33,0.05638,0.14,ci,ci38478335,2020-03-16T18:56:10.400Z,"17km E of Little Lake, CA",earthquake,0.1,0.17,0.145,86,reviewed,ci,ci
2019-07-07T17:47:25.130Z,35.8916667,-117.6816667,8.52,2.8,ml,25,54,0.06159,0.17,ci,ci38478183,2019-07-07T17:58:23.330Z,"21km ESE of Little Lake, CA",earthquake,0.32,0.65,0.253,25,automatic,ci,ci
2019-07-07T17:44:09.420Z,35.6416667,-117.471,5.72,2.87,ml,30,65,0.05551,0.17,ci,ci38478143,2019-07-07T17:47:57.419Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.86,0.144,26,automatic,ci,ci
2019-07-07T17:33:22.890Z,35.8528333,-117.6936667,6.06,2.77,ml,24,57,0.0728,0.14,ci,ci38478047,2019-07-07T17:44:01.450Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.72,0.14,26,automatic,ci,ci
2019-07-07T17:00:46.040Z,35.7618333,-117.5753333,9.61,2.61,ml,28,62,0.1585,0.19,ci,ci38477751,2019-07-07T17:11:13.100Z,"16km W of Searles Valley, CA",earthquake,0.31,0.86,0.163,26,automatic,ci,ci
2019-07-07T16:51:46.400Z,41.0658333,-121.6063333,14.32,2.66,md,31,88,0.1415,0.08,nc,nc73213306,2019-07-12T10:28:03.085Z,"15km WNW of Fall River Mills, CA",earthquake,0.35,1.28,0.185,36,reviewed,nc,nc
2019-07-07T16:40:41.280Z,35.9035,-117.662,0.11,2.71,ml,15,90,0.05855,0.32,ci,ci38477639,2019-07-07T16:44:52.517Z,"22km E of Little Lake, CA",earthquake,0.6,31.61,0.193,27,automatic,ci,ci
2019-07-07T16:31:44.310Z,35.6351667,-117.4286667,4.81,2.5,ml,27,99,0.05572,0.14,ci,ci38477575,2019-07-07T16:44:28.299Z,"15km S of Searles Valley, CA",earthquake,0.26,0.56,0.159,25,automatic,ci,ci
2019-07-07T16:08:00.630Z,35.6698333,-117.5256667,4.79,3.05,ml,62,37,0.09792,0.19,ci,ci38477415,2020-01-22T20:37:02.300Z,"15km ENE of Ridgecrest, CA",earthquake,0.13,0.52,0.168,110,reviewed,ci,ci
2019-07-07T15:50:49.840Z,35.6803333,-117.5163333,9.23,2.9,ml,42,61,0.1035,0.13,ci,ci38477335,2020-03-16T18:00:50.400Z,"14km SW of Searles Valley, CA",earthquake,0.14,0.42,0.154,29,reviewed,ci,ci
2019-07-07T15:49:15.080Z,35.87,-117.7021667,4.21,3.15,ml,50,36,0.07972,0.12,ci,ci38477319,2019-12-20T23:22:47.093Z,"20km ESE of Little Lake, CA",earthquake,0.1,0.26,0.149,60,reviewed,ci,ci
2019-07-07T15:48:11.730Z,35.8225,-117.6583333,6.67,3.56,ml,63,29,0.04989,0.12,ci,ci38477303,2019-12-20T23:04:39.141Z,"22km N of Ridgecrest, CA",earthquake,0.09,0.22,0.141,60,reviewed,ci,ci
2019-07-07T15:34:49.790Z,35.7523333,-117.5808333,3.56,2.57,ml,25,65,0.06471,0.21,ci,ci38477223,2019-07-07T15:39:03.020Z,"16km W of Searles Valley, CA",earthquake,0.3,1.11,0.133,25,automatic,ci,ci
2019-07-07T15:30:52.530Z,35.8403333,-117.6695,4.26,2.62,ml,28,42,0.06344,0.15,ci,ci38477191,2019-07-07T16:02:49.725Z,"24km ESE of Little Lake, CA",earthquake,0.22,0.55,0.134,26,automatic,ci,ci
2019-07-07T15:27:37.870Z,35.982,-117.735,1.25,2.55,ml,20,82,0.07456,0.14,ci,ci38477167,2019-07-07T15:38:50.400Z,"16km ENE of Little Lake, CA",earthquake,0.22,0.39,0.163,25,automatic,ci,ci
2019-07-07T15:12:01.500Z,35.9146667,-117.703,1.81,2.58,ml,24,61,0.08486,0.23,ci,ci38477063,2019-07-07T15:21:34.659Z,"18km E of Little Lake, CA",earthquake,0.35,0.7,0.12,25,automatic,ci,ci
2019-07-07T15:05:04.970Z,35.5745,-117.4153333,7.71,2.96,ml,41,70,0.04004,0.11,ci,ci38477007,2020-03-16T17:43:37.040Z,"21km S of Trona, CA",earthquake,0.14,0.33,0.17,28,reviewed,ci,ci
2019-07-07T14:54:53.610Z,35.8955,-117.6938333,6.21,2.93,ml,42,39,0.06307,0.12,ci,ci38476927,2020-03-13T23:22:34.781Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.31,0.132,27,reviewed,ci,ci
2019-07-07T14:46:40.570Z,35.9136667,-117.7108333,2.37,3.6,mw,56,36,0.05978,0.15,ci,ci38476855,2019-12-13T00:59:58.883Z,"18km E of Little Lake, CA",earthquake,0.1,0.18,,4,reviewed,ci,ci
2019-07-07T14:33:33.560Z,35.8728333,-117.7283333,6.98,2.63,ml,26,57,0.07068,0.14,ci,ci38476751,2019-07-07T14:44:46.450Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.47,0.153,25,automatic,ci,ci
2019-07-07T14:32:51.480Z,35.8933333,-117.6876667,11.29,2.6,ml,13,78,0.08159,0.3,ci,ci38476743,2019-07-07T14:36:45.172Z,"20km ESE of Little Lake, CA",earthquake,0.73,1.67,0.255,26,automatic,ci,ci
2019-07-07T14:32:03.310Z,35.674,-117.5221667,9.58,2.76,ml,27,61,0.1,0.14,ci,ci38476735,2019-07-07T14:43:02.620Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.59,0.129,25,automatic,ci,ci
2019-07-07T14:28:18.780Z,35.6583333,-117.5846667,9.78,3.04,ml,55,36,0.1229,0.14,ci,ci38476711,2020-01-15T20:29:03.300Z,"9km ENE of Ridgecrest, CA",earthquake,0.1,0.29,0.137,111,reviewed,ci,ci
2019-07-07T14:21:34.990Z,35.6456667,-117.4211667,4.7,3.33,ml,64,60,0.06785,0.15,ci,ci38476671,2020-01-09T22:52:52.870Z,"14km S of Searles Valley, CA",earthquake,0.12,0.34,0.124,217,reviewed,ci,ci
2019-07-07T14:14:16.310Z,35.6906667,-117.5525,9.45,2.67,ml,29,59,0.1273,0.19,ci,ci38476607,2019-07-07T14:25:21.190Z,"14km NE of Ridgecrest, CA",earthquake,0.31,0.84,0.173,25,automatic,ci,ci
2019-07-07T13:25:46.360Z,35.6318333,-117.459,6.13,2.73,ml,31,66,0.04531,0.13,ci,ci38476287,2019-07-07T13:36:40.710Z,"16km SSW of Searles Valley, CA",earthquake,0.22,0.55,0.14,25,automatic,ci,ci
2019-07-07T13:23:52.310Z,35.895,-117.6926667,7,3.19,ml,56,39,0.06297,0.13,ci,ci38476279,2020-01-09T22:01:20.570Z,"20km ESE of Little Lake, CA",earthquake,0.1,0.22,0.152,177,reviewed,ci,ci
2019-07-07T13:13:14.070Z,35.8751667,-117.6973333,3.1,2.72,ml,27,48,0.08619,0.16,ci,ci38476199,2019-07-07T13:24:25.320Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.96,0.117,25,automatic,ci,ci
2019-07-07T13:05:15.410Z,35.8818333,-117.6733333,1.07,2.54,ml,23,56,0.07919,0.25,ci,ci38476151,2019-07-07T15:16:26.576Z,"22km ESE of Little Lake, CA",earthquake,0.4,0.73,0.11,25,automatic,ci,ci
2019-07-07T12:48:03.220Z,36.1756667,-117.9758333,4.04,2.8,ml,17,70,0.1138,0.14,ci,ci38476007,2019-07-07T12:51:53.805Z,"12km SSE of Olancha, CA",earthquake,0.31,1.15,0.151,25,automatic,ci,ci
2019-07-07T12:40:10.690Z,35.6431667,-117.4895,3.6,2.59,ml,11,105,0.06076,0.11,ci,ci38475975,2019-12-06T23:45:25.693Z,"16km SSW of Searles Valley, CA",earthquake,0.3,0.66,0.096,7,reviewed,ci,ci
2019-07-07T12:39:48.530Z,35.6448333,-117.4835,3.62,3.44,ml,69,23,0.06074,0.13,ci,ci38475967,2020-01-09T21:45:12.690Z,"15km SSW of Searles Valley, CA",earthquake,0.1,0.29,0.156,216,reviewed,ci,ci
2019-07-07T12:35:41.230Z,35.6981659,-117.5218353,9.86,2.68,ml,43,60,0.1216,0.16,ci,ci38475927,2019-07-07T12:46:44.570Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.54,0.189,23,automatic,ci,ci
2019-07-07T12:21:38.240Z,35.6758333,-117.4881667,0.27,2.66,ml,27,86,0.09161,0.23,ci,ci38475839,2019-07-07T12:32:32.590Z,"13km SW of Searles Valley, CA",earthquake,0.35,31.61,0.165,25,automatic,ci,ci
2019-07-07T11:56:26.230Z,35.9055,-117.6888333,1.7,2.73,ml,23,54,0.07688,0.13,ci,ci38475663,2019-07-07T12:00:14.874Z,"20km E of Little Lake, CA",earthquake,0.17,0.33,0.134,26,automatic,ci,ci
2019-07-07T11:41:04.190Z,35.9166667,-117.7108333,1.96,3.2,ml,56,35,0.05813,0.15,ci,ci38475551,2020-01-09T21:25:00.810Z,"18km E of Little Lake, CA",earthquake,0.1,0.17,0.144,130,reviewed,ci,ci
2019-07-07T11:33:50.220Z,35.5668333,-117.3513333,3.15,3.49,mw,64,27,0.04315,0.14,ci,ci38475511,2019-12-20T22:31:07.344Z,"22km S of Trona, CA",earthquake,0.11,0.33,,6,reviewed,ci,ci
2019-07-07T11:29:31.150Z,35.9158333,-117.7333333,3,2.64,ml,26,62,0.07621,0.15,ci,ci38475463,2019-07-07T11:40:29.380Z,"16km E of Little Lake, CA",earthquake,0.22,0.93,0.143,25,automatic,ci,ci
2019-07-07T11:22:16.240Z,35.8056667,-117.594,10.06,4.15,mw,50,43,0.01045,0.16,ci,ci38475431,2019-09-26T14:30:52.040Z,"18km WNW of Searles Valley, CA",earthquake,0.13,0.28,,6,reviewed,ci,ci
2019-07-07T11:17:30.190Z,35.678,-117.5118333,8.69,2.69,ml,28,61,0.09985,0.18,ci,ci38475391,2019-07-07T11:28:25.720Z,"14km SW of Searles Valley, CA",earthquake,0.34,1.04,0.196,25,automatic,ci,ci
2019-07-07T11:16:11.520Z,35.9831667,-117.9345,3.64,2.57,ml,30,57,0.04336,0.13,ci,ci38475375,2019-07-07T11:20:01.126Z,"6km NNW of Little Lake, CA",earthquake,0.2,0.57,0.196,26,automatic,ci,ci
2019-07-07T11:04:04.810Z,35.5363333,-117.3743333,4,2.86,ml,16,73,0.01389,0.17,ci,ci37421189,2019-07-11T21:54:34.766Z,"25km S of Trona, CA",earthquake,0.32,0.44,0.17,36,reviewed,ci,ci
2019-07-07T11:04:04.400Z,35.7298333,-117.6693333,20.04,2.73,ml,19,112,0.07592,0.37,ci,ci38475311,2019-07-11T21:44:51.185Z,"12km N of Ridgecrest, CA",earthquake,1.03,1.29,0.149,25,automatic,ci,ci
2019-07-07T11:01:57.210Z,35.6048333,-117.3983333,3.09,2.83,ml,28,72,0.05517,0.2,ci,ci38475295,2019-07-11T21:54:56.143Z,"18km S of Trona, CA",earthquake,0.35,1.06,0.187,25,automatic,ci,ci
2019-07-07T10:55:00.040Z,35.897,-117.7198333,4.2,2.53,ml,29,39,0.09509,0.16,ci,ci38475223,2019-07-07T11:05:54.270Z,"17km ESE of Little Lake, CA",earthquake,0.21,0.59,0.153,25,automatic,ci,ci
2019-07-07T10:43:44.180Z,35.635,-117.61,8.93,2.53,ml,32,50,0.1279,0.16,ci,ci38475071,2019-07-07T10:47:36.829Z,"6km ENE of Ridgecrest, CA",earthquake,0.22,0.77,0.158,25,automatic,ci,ci
2019-07-07T10:37:45.720Z,35.7578333,-117.5943333,3.6,3.24,ml,57,43,0.05784,0.15,ci,ci38475007,2020-01-15T19:49:46.630Z,"17km NNE of Ridgecrest, CA",earthquake,0.11,0.35,0.154,160,reviewed,ci,ci
2019-07-07T10:32:54.640Z,35.7951667,-117.622,6.59,3.39,ml,58,42,0.0286,0.14,ci,ci38474959,2019-12-20T21:53:05.430Z,"20km W of Searles Valley, CA",earthquake,0.1,0.25,0.181,56,reviewed,ci,ci
2019-07-07T10:24:36.460Z,35.802,-117.5621667,3.1,2.79,ml,31,55,0.03183,0.18,ci,ci38474887,2019-07-07T10:35:50.190Z,"15km WNW of Searles Valley, CA",earthquake,0.26,0.61,0.155,25,automatic,ci,ci
2019-07-07T10:22:08.880Z,35.6618333,-117.4613333,1.72,2.65,ml,19,91,0.07517,0.18,ci,ci38474863,2019-07-08T01:24:43.411Z,"13km SSW of Searles Valley, CA",earthquake,0.31,0.64,0.054,5,automatic,ci,ci
2019-07-07T10:21:27.220Z,35.658,-117.4678333,7.64,3.48,mlr,72,24,0.07149,0.13,ci,ci38474855,2019-12-20T21:31:58.090Z,"14km SSW of Searles Valley, CA",earthquake,0.09,0.33,0.143,68,reviewed,ci,ci
2019-07-07T10:11:31.060Z,35.8521667,-117.6901667,3.34,2.52,ml,28,47,0.0747,0.2,ci,ci38474751,2019-07-07T10:22:30.960Z,"22km ESE of Little Lake, CA",earthquake,0.27,0.98,0.148,26,automatic,ci,ci
2019-07-07T10:06:12.980Z,35.9141667,-117.7366667,2.23,3.47,mw,62,35,0.07456,0.14,ci,ci38474687,2019-12-20T21:04:39.020Z,"16km E of Little Lake, CA",earthquake,0.09,0.17,,4,reviewed,ci,ci
2019-07-07T10:02:50.510Z,35.6746667,-117.5241667,7.92,2.86,ml,19,96,0.1014,0.18,ci,ci38474647,2019-07-07T10:11:47.945Z,"15km ENE of Ridgecrest, CA",earthquake,0.33,1.27,0.103,18,automatic,ci,ci
2019-07-07T10:02:27.590Z,35.7193333,-117.4961667,3.74,3.32,ml,38,47,0.1267,0.16,ci,ci38474639,2019-12-17T23:26:41.610Z,"10km WSW of Searles Valley, CA",earthquake,0.17,0.57,0.167,137,reviewed,ci,ci
2019-07-07T09:52:52.910Z,35.9146667,-117.737,3.04,2.75,ml,27,38,0.07409,0.15,ci,ci38474535,2019-07-07T10:03:55.230Z,"16km E of Little Lake, CA",earthquake,0.21,0.94,0.181,25,automatic,ci,ci
2019-07-07T09:46:49.800Z,35.671,-117.515,4.29,2.99,ml,63,33,0.09465,0.12,ci,ci38474463,2020-01-28T18:32:51.270Z,"15km SW of Searles Valley, CA",earthquake,0.09,0.31,0.156,125,reviewed,ci,ci
2019-07-07T09:41:23.000Z,35.7493333,-117.55,11.08,3.45,mw,70,45,0.0767,0.16,ci,ci38474415,2019-12-20T20:11:40.393Z,"13km W of Searles Valley, CA",earthquake,0.1,0.21,,4,reviewed,ci,ci
2019-07-07T09:11:35.930Z,35.935,-117.707,2.61,2.85,ml,25,46,0.08546,0.14,ci,ci38474151,2019-07-07T17:21:31.502Z,"18km E of Little Lake, CA",earthquake,0.19,0.39,0.155,26,reviewed,ci,ci
2019-07-07T09:10:22.290Z,35.7663333,-117.5781667,7.19,2.72,ml,17,90,0.05175,0.09,ci,ci38474143,2020-01-15T19:34:45.505Z,"16km W of Searles Valley, CA",earthquake,0.23,0.32,0.137,8,reviewed,ci,ci
2019-07-07T09:10:01.710Z,35.9311667,-117.7033333,2.57,3.5,mw,39,47,0.08261,0.13,ci,ci38474127,2019-12-13T00:40:12.035Z,"18km E of Little Lake, CA",earthquake,0.11,0.2,,4,reviewed,ci,ci
2019-07-07T09:09:25.030Z,35.6718333,-117.5221667,9.4,3.11,ml,41,38,0.09817,0.12,ci,ci38474119,2020-01-22T20:09:59.784Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.29,0.15,110,reviewed,ci,ci
2019-07-07T09:06:11.020Z,35.871,-117.6948333,3.76,2.6,ml,20,50,0.08439,0.23,ci,ci38474079,2019-07-07T09:18:24.467Z,"20km ESE of Little Lake, CA",earthquake,0.35,0.99,0.129,27,automatic,ci,ci
2019-07-07T09:02:11.550Z,35.695,-117.5513333,9.54,2.67,ml,30,59,0.1262,0.14,ci,ci38474023,2019-07-07T09:12:44.290Z,"14km NE of Ridgecrest, CA",earthquake,0.21,0.58,0.159,26,automatic,ci,ci
2019-07-07T09:00:01.850Z,35.9783333,-117.7295,1.47,2.6,ml,21,56,0.07715,0.19,ci,ci38474007,2019-07-07T09:13:54.096Z,"17km ENE of Little Lake, CA",earthquake,0.32,0.59,0.155,26,automatic,ci,ci
2019-07-07T08:56:40.130Z,35.6805,-117.4931667,1.31,3.38,ml,61,23,0.09713,0.13,ci,ci38473983,2020-01-09T20:26:27.190Z,"13km SW of Searles Valley, CA",earthquake,0.11,0.26,0.137,174,reviewed,ci,ci
2019-07-07T08:54:18.630Z,35.9188333,-117.722,3.03,3.1,ml,53,35,0.06496,0.12,ci,ci38473967,2020-01-22T19:39:43.500Z,"17km E of Little Lake, CA",earthquake,0.1,0.36,0.168,94,reviewed,ci,ci
2019-07-07T08:39:05.650Z,35.6768333,-117.5455,1.84,2.98,ml,42,59,0.1128,0.12,ci,ci38473839,2020-01-28T17:58:34.510Z,"13km ENE of Ridgecrest, CA",earthquake,0.12,0.24,0.139,35,reviewed,ci,ci
2019-07-07T08:38:27.500Z,35.555,-117.3843333,1.03,3.33,ml,30,67,0.03406,0.14,ci,ci38473831,2020-01-15T19:29:39.440Z,"23km S of Trona, CA",earthquake,0.17,0.25,0.123,192,reviewed,ci,ci
2019-07-07T08:30:05.310Z,35.9201667,-117.716,2.51,2.57,ml,23,65,0.08753,0.19,ci,ci38473759,2019-07-07T08:33:53.632Z,"17km E of Little Lake, CA",earthquake,0.25,0.46,0.138,25,automatic,ci,ci
2019-07-07T08:28:43.760Z,35.6705,-117.4806667,1.42,2.59,ml,29,64,0.08516,0.24,ci,ci38473743,2019-07-07T08:32:44.624Z,"13km SSW of Searles Valley, CA",earthquake,0.35,0.7,0.148,25,automatic,ci,ci
2019-07-07T08:18:02.060Z,35.5948333,-117.346,1.51,2.77,ml,26,114,0.07135,0.22,ci,ci38473663,2019-07-07T08:32:04.657Z,"19km S of Trona, CA",earthquake,0.37,0.77,0.2,26,automatic,ci,ci
2019-07-07T08:15:49.000Z,35.8898333,-117.7151667,2.09,2.56,ml,22,49,0.0906,0.17,ci,ci38473631,2019-07-07T08:26:44.600Z,"18km ESE of Little Lake, CA",earthquake,0.23,0.42,0.189,25,automatic,ci,ci
2019-07-07T08:13:36.590Z,35.868,-117.6583333,6.87,2.57,ml,26,43,0.07184,0.18,ci,ci38473599,2019-07-07T08:24:30.050Z,"24km ESE of Little Lake, CA",earthquake,0.26,0.6,0.128,26,automatic,ci,ci
2019-07-07T08:03:25.610Z,36.086,-117.8508333,1.24,3.68,mw,54,51,0.03168,0.15,ci,ci38473511,2019-12-13T00:15:17.550Z,"10km ENE of Coso Junction, CA",earthquake,0.11,0.18,,4,reviewed,ci,ci
2019-07-07T08:02:17.280Z,35.8536667,-117.672,4.9,2.55,ml,27,46,0.07139,0.24,ci,ci38473503,2019-07-07T08:13:13.810Z,"23km ESE of Little Lake, CA",earthquake,0.32,0.8,0.163,26,automatic,ci,ci
2019-07-07T07:43:51.590Z,35.6041667,-117.4706667,10.43,2.58,ml,28,65,0.01893,0.17,ci,ci38473335,2019-07-07T07:55:47.900Z,"19km E of Ridgecrest, CA",earthquake,0.33,0.58,0.152,25,automatic,ci,ci
2019-07-07T07:37:51.690Z,36.165,-117.8756667,2.86,2.77,ml,20,57,0.05023,0.15,ci,ci38473279,2019-07-07T07:55:32.084Z,"15km NNE of Coso Junction, CA",earthquake,0.29,0.92,0.157,26,automatic,ci,ci
2019-07-07T07:31:06.530Z,35.8241667,-117.6436667,9.15,3.11,ml,39,33,0.03844,0.11,ci,ci38473223,2020-01-22T19:26:55.312Z,"22km WNW of Searles Valley, CA",earthquake,0.12,0.25,0.198,142,reviewed,ci,ci
2019-07-07T07:27:37.920Z,34.1588333,-117.4755,7.05,2.72,ml,103,21,0.05217,0.23,ci,ci38473207,2020-07-26T10:47:05.760Z,"7km NNW of Fontana, CA",earthquake,0.19,0.54,0.133,24,automatic,ci,ci
2019-07-07T07:25:34.870Z,35.9078333,-117.7006667,2.28,2.78,ml,25,45,0.08501,0.15,ci,ci38473191,2019-07-07T07:49:00.029Z,"19km E of Little Lake, CA",earthquake,0.21,0.36,0.131,25,automatic,ci,ci
2019-07-07T07:23:49.100Z,36.0078333,-117.67,3.72,2.53,ml,9,129,0.06189,0.11,ci,ci38473167,2019-11-20T19:14:04.156Z,"23km ENE of Little Lake, CA",earthquake,0.24,0.82,0.1,5,reviewed,ci,ci
2019-07-07T07:22:21.820Z,35.7541667,-117.5871667,3.47,2.78,ml,28,65,0.06201,0.13,ci,ci38473151,2019-07-07T07:54:33.460Z,"17km W of Searles Valley, CA",earthquake,0.2,0.68,0.176,25,automatic,ci,ci
2019-07-07T07:20:26.120Z,35.6915,-117.5393333,9.6,3.45,ml,61,51,0.1222,0.14,ci,ci38473135,2019-12-20T19:19:29.850Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.29,0.127,61,reviewed,ci,ci
2019-07-07T07:19:14.380Z,35.7806667,-117.6438333,9.54,3.37,mw,61,41,0.05141,0.14,ci,ci38473119,2019-12-20T02:11:35.180Z,"18km N of Ridgecrest, CA",earthquake,0.1,0.24,,4,reviewed,ci,ci
2019-07-07T07:13:02.660Z,35.9121667,-117.706,2.53,3.17,ml,52,36,0.08785,0.15,ci,ci38473063,2020-01-15T19:18:37.555Z,"18km E of Little Lake, CA",earthquake,0.1,0.21,0.133,131,reviewed,ci,ci
2019-07-07T07:09:38.840Z,35.6165,-117.4385,3.27,3.6,mlr,68,24,0.03562,0.12,ci,ci38473039,2019-12-12T22:25:55.547Z,"17km S of Searles Valley, CA",earthquake,0.1,0.24,0.157,31,reviewed,ci,ci
2019-07-07T06:58:39.840Z,35.8371667,-117.6926667,13.67,2.5,ml,12,64,0.08023,0.24,ci,ci38472903,2019-07-07T07:02:38.542Z,"22km ESE of Little Lake, CA",earthquake,0.71,1.57,0.213,27,automatic,ci,ci
2019-07-07T06:57:27.880Z,35.645,-117.4546667,2.98,3.43,ml,64,25,0.05869,0.13,ci,ci38472895,2020-01-09T19:55:19.180Z,"14km SSW of Searles Valley, CA",earthquake,0.11,0.22,0.163,125,reviewed,ci,ci
2019-07-07T06:46:24.470Z,35.9528333,-117.6961667,1.57,2.5,ml,19,52,0.07854,0.2,ci,ci38472815,2019-07-12T21:48:12.767Z,"19km E of Little Lake, CA",earthquake,0.32,0.5,0.169,25,automatic,ci,ci
2019-07-07T06:44:44.670Z,35.9193333,-117.736,1.67,2.8,ml,26,38,0.07277,0.24,ci,ci38472799,2019-07-07T06:48:22.715Z,"16km E of Little Lake, CA",earthquake,0.31,0.5,0.184,25,automatic,ci,ci
2019-07-07T06:41:13.510Z,35.8168335,-117.6603317,8.17,2.69,ml,34,40,0.05107,0.18,ci,ci38472759,2019-07-07T06:44:59.269Z,"22km N of Ridgecrest, CA",earthquake,0.26,0.69,0.252,21,automatic,ci,ci
2019-07-07T06:24:27.630Z,35.632,-117.4231644,3.02,2.56,ml,26,99,0.05543,0.14,ci,ci38472623,2019-07-07T06:28:09.030Z,"15km S of Searles Valley, CA",earthquake,0.26,0.41,0.238,25,automatic,ci,ci
2019-07-07T06:20:36.740Z,35.7273333,-117.5595,5.09,2.53,ml,27,58,0.1593,0.24,ci,ci38472583,2019-07-12T21:38:49.796Z,"15km WSW of Searles Valley, CA",earthquake,0.37,3.49,0.134,25,automatic,ci,ci
2019-07-07T06:16:32.780Z,35.7565,-117.5763333,8.44,2.94,ml,38,56,0.06157,0.13,ci,ci38472559,2020-01-28T17:47:01.499Z,"16km W of Searles Valley, CA",earthquake,0.16,0.36,0.143,85,reviewed,ci,ci
2019-07-07T06:15:08.130Z,35.6993333,-117.5451667,2.64,2.73,ml,26,59,0.1313,0.15,ci,ci38472543,2019-07-07T06:26:10.680Z,"15km NE of Ridgecrest, CA",earthquake,0.24,0.99,0.136,25,automatic,ci,ci
2019-07-07T06:10:14.660Z,36.1121667,-117.9208333,4.94,2.74,ml,26,61,0.05369,0.17,ci,ci38472479,2019-07-11T19:41:11.360Z,"8km NNE of Coso Junction, CA",earthquake,0.22,0.88,0.173,37,reviewed,ci,ci
2019-07-07T06:09:36.790Z,35.8131667,-117.6471667,2.8,2.63,ml,26,50,0.09579,0.2,ci,ci38472471,2019-07-07T06:20:20.015Z,"22km N of Ridgecrest, CA",earthquake,0.29,0.8,0.141,25,automatic,ci,ci
2019-07-07T06:07:06.460Z,35.6661667,-117.524,9.04,3.5,mlr,69,37,0.0941,0.13,ci,ci38472463,2019-12-20T01:54:30.240Z,"15km ENE of Ridgecrest, CA",earthquake,0.09,0.27,0.16,56,reviewed,ci,ci
2019-07-07T05:42:27.920Z,35.8756667,-117.7151667,9.93,2.55,ml,18,70,0.0782,0.22,ci,ci38472295,2019-07-07T05:57:41.706Z,"18km ESE of Little Lake, CA",earthquake,0.48,0.93,0.14,26,automatic,ci,ci
2019-07-07T05:41:51.930Z,36.0421667,-117.8393333,2.13,2.65,ml,22,51,0.0538,0.19,ci,ci38472287,2019-07-07T05:57:27.743Z,"10km E of Coso Junction, CA",earthquake,0.32,0.48,0.131,30,automatic,ci,ci
2019-07-07T05:38:15.480Z,35.7681667,-117.5778333,10.57,4.53,mw,75,44,0.05009,0.16,ci,ci38472279,2020-08-21T21:20:44.129Z,"16km W of Searles Valley, CA",earthquake,0.13,0.27,,6,reviewed,ci,ci
2019-07-07T05:26:29.100Z,40.2943333,-124.4303333,18.62,2.59,md,22,254,0.06737,0.1,nc,nc73212301,2019-07-12T17:09:04.954Z,"13km WSW of Petrolia, CA",earthquake,0.66,0.28,0.208,39,reviewed,nc,nc
2019-07-07T05:10:48.290Z,35.912,-117.7361667,0.37,2.77,ml,24,60,0.07596,0.23,ci,ci38472039,2019-07-07T06:03:00.349Z,"16km E of Little Lake, CA",earthquake,0.31,0.67,0.173,26,automatic,ci,ci
2019-07-07T04:56:31.290Z,35.6941667,-117.5271667,7.49,3.05,ml,66,36,0.1198,0.13,ci,ci38471927,2020-01-15T19:06:44.925Z,"14km SW of Searles Valley, CA",earthquake,0.09,0.45,0.126,235,reviewed,ci,ci
2019-07-07T04:48:17.360Z,35.784,-117.61,7.76,2.9,ml,45,53,0.03326,0.12,ci,ci38471847,2020-03-13T22:09:49.220Z,"19km W of Searles Valley, CA",earthquake,0.11,0.31,0.154,27,reviewed,ci,ci
2019-07-07T04:26:57.560Z,35.5816667,-117.6151667,10.83,3.32,ml,65,22,0.1156,0.14,ci,ci38471687,2020-01-09T19:24:37.340Z,"7km SE of Ridgecrest, CA",earthquake,0.1,0.24,0.157,215,reviewed,ci,ci
